NUMERO_PEDIDO;DATA_DIVULGACAO;DATA_CANCELAMENTO;FILIAL;MOTIVO;SUBMOTIVO;COD_PDV;PRODUTO;CANAL;CPF;NOME_CLIENTE;LOGIN_VENDEDOR;DESC_CAMPANHA;DESC_OFERTA;GRUPO_UNIDADE;CANAL_REGIONAL;DESC_CANAL_BOV_GRUPO;NOME_PONTO_VENDA;RESULTADO_FINAL;MUNICIPIO_INSTALACAO;DDD_FIXO;DETALHE_MOTIVO;FLG_VL_VL_MESMO_END_CLIE_DIF;FLG_VL_VL_CLIE_END_IGUAL;FLG_VL_PLT_CLIE_END_IGUAL;FLG_VL_PLT_MESMO_END_CLIE_DIF
"02278939";20240424;20240418;GO;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Aguas Lindas De Goias;;;;;;
"02236693";20240403;20240402;GO;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02290891";20240411;20240410;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Sao Joao De Meriti;;;;;;
"02268540";20240409;20240406;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Nova Iguacu;;;;;;
"02310284";20240418;20240415;GO;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Planaltina;;;;;;
"02220899";20240415;20240412;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02351197";20240423;20240419;RJ;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Nova Iguacu;;;;;;
"02319119";20240422;20240417;DF;VENDA ERRADA;Correcao de complemento;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02294341";20240412;20240411;RJ;VENDA ERRADA;Correcao de complemento;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RSE;OUTROS;;;Petropolis;;;;;;
"02221301";20240415;20240412;RS;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_1GB_PME_DEZ23_1AP_EXTRA_FTTR_220_200;OI FIBRA X PREMIUM 1 GIGA;VAREJO;RSUL;OUTROS;;;Porto Alegre;;;;;;
"02288333";20240417;20240416;DF;VENDA ERRADA;Correcao de logradouro;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02347389";20240424;20240422;GO;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Aguas Lindas De Goias;;;;;;
"02216870";20240408;20240401;DF;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02240902";20240415;20240412;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1054775;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;TR794525;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;TLV;TLV;;;Rio De Janeiro;;;;;;
"02315717";20240419;20240418;RJ;VENDA ERRADA;Correcao do numero de fachada;1049822;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;CC257900;BL_600MB_VAR_MAI23_NW_129_90_109_90;OI FIBRA 600 MEGA;VAREJO;TLV;TLV;;;Rio De Janeiro;;;;;;
"02222391";20240403;20240402;RR;VENDA ERRADA;Correcao do numero de fachada;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Boa Vista;;;;;;
"01994693";20240412;20240406;RJ;VENDA ERRADA;Correcao de complemento;1054244;NOVA FIBRA;TELEVENDAS ATIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;BC789603;BL_400MB_VAR_DEZ23_109_90_89_90;OI FIBRA 400 MEGA;VAREJO;TLV;TLV;;;Rio De Janeiro;;;;;;
"02261906";20240408;20240405;RJ;VENDA ERRADA;Endereco correto inviavel;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02301728";20240422;20240413;BA;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RNE;OUTROS;;;Salvador;;;;;;
"02230184";20240403;20240402;DF;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02271394";20240409;20240406;GO;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02247087";20240405;20240404;PA;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Belem;;;;;;
"02275518";20240411;20240410;DF;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_700MB_PME_NOV23_1AP_EXTRA_FTTR_190_170;OI FIBRA X PREMIUM 700 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02284801";20240411;20240410;RJ;VENDA ERRADA;Correcao do numero de fachada;1063931;NOVA FIBRA;AGENTE PREMIUM;DADOS SENSIVEIS;DADOS SENSIVEIS;TR779524;BL_700MB_AV_GLOBOPLAY_1AP_EXTRA_FTTR_189_90_169_90;OI FIBRA X PREMIUM 700 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02276774";20240415;20240412;RJ;VENDA ERRADA;Correcao de bairro/municipio;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02330191";20240418;20240417;GO;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02237230";20240408;20240405;GO;VENDA INDEVIDA;Cliente nao solicitou o servico;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Inhumas;;;;;;
"02285577";20240416;20240415;PR;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RSUL;OUTROS;;;Piraquara;;;;;;
"02303617";20240422;20240419;DF;VENDA INDEVIDA;Cliente nao solicitou o servico;1065650;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799554;BL_400MB_VAR_DEZ23_109_90_89_90;OI FIBRA 400 MEGA;VAREJO;RCN;TELEAGENTES;;;Brasilia;;;;;;
"02270476";20240410;20240409;RJ;VENDA ERRADA;Correcao de logradouro;1050389;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;BC737787;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;TLV;TLV;;;Rio De Janeiro;;;;;;
"02280818";20240411;20240410;MG;VENDA INDEVIDA;Cliente nao solicitou o servico;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Belo Horizonte;;;;;;
"02233124";20240403;20240402;RJ;VENDA ERRADA;Correcao de logradouro;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02357794";20240424;20240423;RJ;VENDA ERRADA;Endereco correto inviavel;1063118;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR781088;BL_600MB_VAR_MAX_ABR24_129_90_109_90;OI FIBRA 600 MEGA;VAREJO;RSE;TELEAGENTES;;;Sao Joao De Meriti;;;;;;
"02331525";20240422;20240419;GO;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02291077";20240411;20240410;PR;VENDA INDEVIDA;Cliente nao solicitou o servico;1045302;NOVA FIBRA;HUNTER;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792858;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RSUL;OUTROS;;;Curitiba;;;;;;
"02229449";20240402;20240330;RS;VENDA INDEVIDA;Cliente nao solicitou o servico;1065883;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799146;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RSUL;TELEAGENTES;;;Porto Alegre;;;;;;
"02263298";20240408;20240405;RJ;VENDA ERRADA;Correcao de logradouro;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02147630";20240404;20240403;GO;VENDA ERRADA;Correcao de logradouro;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02270090";20240411;20240410;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RSE;OUTROS;;;Volta Redonda;;;;;;
"02274528";20240416;20240412;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02187189";20240402;20240323;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RSE;OUTROS;;;Volta Redonda;;;;;;
"02286842";20240411;20240410;GO;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02329452";20240422;20240419;GO;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02199108";20240403;20240402;ES;VENDA INDEVIDA;Cliente nao solicitou o servico;1064467;NOVA FIBRA;AG.ESP.MULTIMARC;DADOS SENSIVEIS;DADOS SENSIVEIS;OI411155;BL_600MB_VAR_MAI23_NW_129_90_109_90;OI FIBRA 600 MEGA;VAREJO;RSE;OUTROS;;;Cariacica;;;;;;
"02262148";20240417;20240409;MA;VENDA ERRADA;Correcao de bairro/municipio;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RNE;OUTROS;;;Sao Luis;;;;;;
"02252288";20240409;20240405;GO;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02312383";20240419;20240418;MT;VENDA ERRADA;Correcao de bairro/municipio;1044260;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789609;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Cuiaba;;;;;;
"01488675";20240417;20240304;RJ;VENDA ERRADA;Correcao de logradouro;1065922;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796610;BL_500MB_VAR_MAI23_NW_119_90_99_90;OI FIBRA 500 MEGA;VAREJO;RSE;TELEAGENTES;;;Marica;;;;;;
"02329258";20240417;20240416;RS;VENDA INDEVIDA;Cliente nao solicitou o servico;1057819;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792098;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Gravatai;;;;;;
"02291482";20240412;20240411;GO;VENDA ERRADA;Correcao de logradouro;1057801;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789770;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02265917";20240409;20240406;DF;VENDA ERRADA;Correcao de bairro/municipio;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02315992";20240416;20240415;DF;VENDA ERRADA;Correcao de bairro/municipio;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02276547";20240410;20240409;RJ;VENDA ERRADA;Correcao do numero de fachada;1057819;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800136;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Sao Joao De Meriti;;;;;;
"02247554";20240409;20240406;GO;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02300465";20240424;20240416;GO;VENDA ERRADA;Correcao de logradouro;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02297679";20240422;20240419;SC;VENDA INDEVIDA;Cliente nao solicitou o servico;1057824;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795440;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Brusque;;;;;;
"02324234";20240417;20240416;AM;VENDA ERRADA;Correcao de logradouro;1064184;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR700867;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Manaus;;;;;;
"02229583";20240403;20240402;GO;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02258257";20240408;20240405;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1064488;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799237;BL_400MB_VAR_DEZ23_109_90_89_90;OI FIBRA 400 MEGA;VAREJO;RSE;TELEAGENTES;;;Volta Redonda;;;;;;
"02222364";20240409;20240406;DF;VENDA ERRADA;Correcao de logradouro;1052020;NOVA FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798441;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;LOCAL;PAP;PAP VAREJO;;Brasilia;;;;;;
"02085122";20240403;20240307;DF;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02194289";20240402;20240330;PR;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Curitiba;;;;;;
"02222670";20240402;20240401;MS;VENDA INDEVIDA;Cliente nao solicitou o servico;1065880;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800291;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RCN;TELEAGENTES;;;Campo Grande;;;;;;
"02226970";20240402;20240330;GO;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02326842";20240417;20240416;RS;VENDA INDEVIDA;Cliente nao solicitou o servico;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RSUL;OUTROS;;;Porto Alegre;;;;;;
"02351790";20240423;20240422;DF;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_700MB_VAR_MAX_ABR24_159_90_139_90;OI FIBRA 700 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02355190";20240422;20240419;RS;VENDA INDEVIDA;Cliente nao solicitou o servico;1057823;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792098;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Caxias Do Sul;;;;;;
"02367271";20240423;20240422;PR;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Curitiba;;;;;;
"02299867";20240416;20240415;RJ;VENDA ERRADA;Correcao do numero de fachada;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02229982";20240402;20240401;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1044128;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797378;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Marica;;;;;;
"02251882";20240405;20240404;MG;VENDA ERRADA;Correcao do numero de fachada;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Juiz De Fora;;;;;;
"02275429";20240411;20240410;TO;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Palmas;;;;;;
"02207164";20240417;20240416;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_1GB_AV_GLOBOPLAY_1AP_EXTRA_FTTR_219_90_199_90;OI FIBRA X PREMIUM 1 GIGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02212999";20240402;20240330;GO;VENDA ERRADA;Correcao de logradouro;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02273322";20240415;20240412;RJ;VENDA ERRADA;Correcao de complemento;1058280;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;BC792120;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02194276";20240402;20240329;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1057819;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792098;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02262095";20240412;20240410;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Itaguai;;;;;;
"02229281";20240402;20240330;MG;VENDA ERRADA;Correcao do numero de fachada;1055283;NOVA FIBRA;TELEVENDAS ATIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;BC780545;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;TLV;TLV;;;Belo Horizonte;;;;;;
"02219896";20240402;20240329;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_PME_MAR24_110_E_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02292957";20240411;20240410;DF;VENDA INDEVIDA;Cliente nao solicitou o servico;1064439;NOVA FIBRA;RETEN플O;DADOS SENSIVEIS;DADOS SENSIVEIS;BC704546;BL_400MB_RET_VAR_JUL23_99_90;OI FIBRA 400 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02284184";20240411;20240410;GO;VENDA ERRADA;Correcao de complemento;1057801;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800136;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02214406";20240402;20240328;RJ;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Sao Joao De Meriti;;;;;;
